"family_id","canonical_key","n_flippers","valid","n_axis","n_diagonal","n_oblique","geometry_class","mean_distance_from_s","max_distance_from_s","mean_manhattan_from_s","max_manhattan_from_s","max_chebyshev_from_s","mean_pairwise_distance","adjacent_components","n_orientations","symmetry_count","gf2_rank","nullity","full_rank","reachable_states_log2","reachable_states","solutions_per_reachable_log2","solutions_per_reachable","distinct_move_rows","distinct_move_columns","mean_move_overlap","max_move_overlap","prop_moves_overlap","prop_overlap_2plus","sd_move_overlap","mean_move_hamming","min_move_hamming","max_move_hamming","sd_move_hamming","mean_local_hamming","min_local_hamming","max_local_hamming","sd_local_hamming","mean_pair_effect","min_pair_effect","max_pair_effect","sd_pair_effect","prop_pair_effect_small","effect_mean_pair_distance","effect_max_pair_distance","effect_sd_pair_distance","comparison_group","z_spatial_dispersion","z_local_change","z_overlap_variability","z_asymmetry","z_components","structural_difficulty_score","difficulty_percentile","difficulty_rank_within_group","difficulty_band","sf_width","sf_height","sf_area","visual_max_chebyshev","visual_max_manhattan","visual_width","visual_height","visual_area","connector_cells","visible_flippers","visible_start_cells","total_visible_cells","visual_density","f_on_s","duplicate_wrapped_f","valid_for_game","visual_complexity_score","elegance_score"
16,"-1:-1|2:2",2,TRUE,0,2,0,"diagonal_only",2.12132034355964,2.82842712474619,3,4,2,2.35702260395516,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,6,6,6,0,5.5,2,6,1.19222677468435,0.166666666666667,2.35702260395516,2.82842712474619,0.816496580927726,"F2_R25",1.20385447984371,0.786850975951619,1.8228349548786,-1.00312153209238,0,2.81041887858154,0.813953488372093,9,"very_hard",4,4,16,2,4,4,4,16,1,2,1,4,0.25,FALSE,FALSE,TRUE,-3.07252562884941,5.88294450743095
17,"-1:-2|2:2",2,TRUE,0,1,1,"off_axis",2.53224755112299,2.82842712474619,3.5,4,2,2.43352102658192,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.43352102658192,2.82842712474619,0.341998713119646,"F2_R25",1.4244623454318,0.786850975951619,-0.536127927905471,0.762372364390212,1.39805059083906,3.83560834870723,0.953488372093023,3,"very_hard",5,4,20,2,4,5,4,20,2,2,1,5,0.25,FALSE,FALSE,TRUE,-0.499222788304461,4.33483113701169
18,"-2:-2|2:2",2,TRUE,0,2,0,"diagonal_only",2.82842712474619,2.82842712474619,4,4,2,2.35702260395516,2,2,4,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,6,6,6,0,5.5,2,6,1.19222677468435,0.166666666666667,2.35702260395516,2.82842712474619,0.816496580927726,"F2_R25",1.20385447984371,0.786850975951619,1.8228349548786,-1.88586848033368,0,1.92767193034025,0.767441860465116,11,"hard",5,5,25,2,4,5,5,25,2,2,1,5,0.2,FALSE,FALSE,TRUE,0.491022486059069,1.43664944428118
19,"-1:-2|0:-2",2,TRUE,1,0,1,"mixed",2.11803398874989,2.23606797749979,2.5,3,2,1.74535599249993,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.74535599249993,2.23606797749979,0.656200189855868,"F2_R25",-0.560083402418331,-0.718429151955826,-0.536127927905471,0.762372364390212,0,-1.05226811788942,0.302325581395349,30,"easy",3,2,6,2,3,3,2,6,2,2,1,5,0.833333333333333,FALSE,FALSE,TRUE,-3.27190955652235,2.21964143863293
20,"-1:-2|1:-2",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,2.15737865166653,3,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.15737865166653,2.23606797749979,0.136293910356554,"F2_R25",0.628116775984733,0.786850975951619,-0.536127927905471,-1.00312153209238,1.39805059083906,1.27376888277756,0.651162790697674,16,"hard",3,3,9,2,3,3,3,9,2,2,1,5,0.555555555555556,FALSE,FALSE,TRUE,-2.67776239190423,3.95153127468179
21,"-2:-1|-1:-2",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,1.96211650579089,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.96211650579089,2.23606797749979,0.47449786780808,"F2_R25",0.0650154236608456,0.786850975951619,-0.536127927905471,-1.00312153209238,0,-0.687383060385391,0.395348837209302,27,"easy",3,3,9,2,3,3,3,9,1,2,1,4,0.444444444444444,FALSE,FALSE,TRUE,-4.45886901295835,3.77148595257296
22,"-1:-2|-1:-1",2,TRUE,0,1,1,"off_axis",1.82514076993644,2.23606797749979,2.5,3,2,1.5500938466243,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.5500938466243,2.23606797749979,0.629137186936399,"F2_R25",-1.12318475474222,-0.718429151955826,-0.536127927905471,0.762372364390212,-1.39805059083906,-3.01342006105237,0.13953488372093,37,"very_easy",3,2,6,2,3,3,2,6,0,2,1,3,0.5,FALSE,FALSE,TRUE,-6.83412279863059,3.82070273757822
23,"-1:-2|0:-1",2,TRUE,1,0,1,"mixed",1.61803398874989,2.23606797749979,2,3,2,1.5500938466243,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.5500938466243,2.23606797749979,0.629137186936399,"F2_R25",-1.12318475474222,-0.718429151955826,-0.536127927905471,0.762372364390212,-1.39805059083906,-3.01342006105237,0.13953488372093,37,"very_easy",3,2,6,2,3,3,2,6,1,2,1,4,0.666666666666667,FALSE,FALSE,TRUE,-5.05301617757647,2.0395961165241
24,"-1:-1|1:-2",2,TRUE,0,1,1,"off_axis",1.82514076993644,2.23606797749979,2.5,3,2,1.96211650579089,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.96211650579089,2.23606797749979,0.47449786780808,"F2_R25",0.0650154236608456,0.786850975951619,-0.536127927905471,0.762372364390212,0,1.0781108360972,0.627906976744186,17,"hard",3,3,9,2,3,3,3,9,1,2,1,4,0.444444444444444,FALSE,FALSE,TRUE,-4.45886901295835,5.53697984905555
25,"-1:-2|2:-1",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,2.23606797749979,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,6,6,6,0,5.5,2,6,1.19222677468435,0.166666666666667,2.23606797749979,2.23606797749979,0,"F2_R25",0.855042817340374,0.786850975951619,1.8228349548786,0.762372364390212,1.39805059083906,5.62515170339987,1,1,"very_hard",3,4,12,2,3,3,4,12,2,2,1,5,0.416666666666667,FALSE,FALSE,TRUE,-2.08361522728611,7.70876693068598
26,"-2:-1|0:-2",2,TRUE,1,0,1,"mixed",2.11803398874989,2.23606797749979,2.5,3,2,2.15737865166653,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.15737865166653,2.23606797749979,0.136293910356554,"F2_R25",0.628116775984733,0.786850975951619,-0.536127927905471,0.762372364390212,1.39805059083906,3.03926277926016,0.837209302325581,8,"very_hard",3,3,9,2,3,3,3,9,2,2,1,5,0.555555555555556,FALSE,FALSE,TRUE,-2.67776239190423,5.71702517116438
27,"-1:-2|-1:0",2,TRUE,1,0,1,"mixed",1.61803398874989,2.23606797749979,2,3,2,1.74535599249993,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.74535599249993,2.23606797749979,0.656200189855868,"F2_R25",-0.560083402418331,-0.718429151955826,-0.536127927905471,0.762372364390212,0,-1.05226811788942,0.302325581395349,30,"easy",3,2,6,2,3,3,2,6,1,2,1,4,0.666666666666667,FALSE,FALSE,TRUE,-5.05301617757647,4.00074805968705
28,"-1:-2|1:0",2,TRUE,1,0,1,"mixed",1.61803398874989,2.23606797749979,2,3,2,2.02149836741533,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,2.02149836741533,2.82842712474619,0.932907565520697,"F2_R25",0.236262167028741,-0.718429151955826,-0.536127927905471,0.762372364390212,0,-0.255922548442345,0.465116279069767,23,"medium",3,3,9,2,3,3,3,9,1,2,1,4,0.444444444444444,FALSE,FALSE,TRUE,-4.45886901295835,4.202946464516
29,"-1:-2|2:0",2,TRUE,1,0,1,"mixed",2.11803398874989,2.23606797749979,2.5,3,2,2.35483170074866,3,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.35483170074866,2.82842712474619,0.426792094261082,"F2_R25",1.19753630407616,0.786850975951619,-0.536127927905471,0.762372364390212,1.39805059083906,3.60868230735159,0.906976744186046,4,"very_hard",3,4,12,2,3,3,4,12,2,2,1,5,0.416666666666667,FALSE,FALSE,TRUE,-2.08361522728611,5.6922975346377
30,"-1:-1|-1:2",2,TRUE,0,1,1,"off_axis",1.82514076993644,2.23606797749979,2.5,3,2,1.88342717995763,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.88342717995763,2.23606797749979,0.423146649159938,"F2_R25",-0.161910617694795,0.786850975951619,-0.536127927905471,0.762372364390212,0,0.851184794741564,0.581395348837209,18,"medium",4,2,8,2,3,4,2,8,1,2,1,4,0.5,FALSE,FALSE,TRUE,-4.65691806783105,5.50810286257262
31,"-1:-2|0:1",2,TRUE,1,0,1,"mixed",1.61803398874989,2.23606797749979,2,3,2,1.82404531833319,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.82404531833319,2.23606797749979,0.71364417954618,"F2_R25",-0.33315736106269,-0.718429151955826,-0.536127927905471,0.762372364390212,0,-0.825342076533776,0.372093023255814,28,"easy",4,2,8,2,3,4,2,8,1,2,1,4,0.5,FALSE,FALSE,TRUE,-4.65691806783105,3.83157599129728
32,"-1:-1|1:2",2,TRUE,0,1,1,"off_axis",1.82514076993644,2.23606797749979,2.5,3,2,2.15956955487303,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.15956955487303,2.82842712474619,0.710203496540455,"F2_R25",0.634434951752277,0.786850975951619,-0.536127927905471,0.762372364390212,0,1.64753036418864,0.720930232558139,12,"hard",4,3,12,2,3,4,3,12,1,2,1,4,0.333333333333333,FALSE,FALSE,TRUE,-3.86472184834023,5.51225221252887
33,"-1:-2|2:1",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,2.43352102658192,3,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.43352102658192,2.82842712474619,0.341998713119646,"F2_R25",1.4244623454318,0.786850975951619,-0.536127927905471,-1.00312153209238,1.39805059083906,2.07011445222463,0.790697674418605,10,"hard",4,4,16,2,3,4,4,16,2,2,1,5,0.3125,FALSE,FALSE,TRUE,-1.29141900779529,3.36153346001992
34,"-1:-2|-1:2",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,1.82404531833319,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.82404531833319,2.23606797749979,0.71364417954618,"F2_R25",-0.33315736106269,-0.718429151955826,-0.536127927905471,-1.00312153209238,0,-2.59083597301637,0.186046511627907,36,"very_easy",5,2,10,2,3,5,2,10,2,2,1,5,0.5,FALSE,FALSE,TRUE,-2.47971333703152,-0.111122635984851
35,"-1:-2|0:2",2,TRUE,1,0,1,"mixed",2.11803398874989,2.23606797749979,2.5,3,2,1.88342717995763,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.88342717995763,2.23606797749979,0.423146649159938,"F2_R25",-0.161910617694795,0.786850975951619,-0.536127927905471,0.762372364390212,0,0.851184794741564,0.581395348837209,18,"medium",5,2,10,2,3,5,2,10,2,2,1,5,0.5,FALSE,FALSE,TRUE,-2.47971333703152,3.33089813177308
36,"-1:-2|1:2",2,TRUE,0,0,2,"off_axis",2.23606797749979,2.23606797749979,3,3,2,2.23606797749979,3,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,6,6,6,0,5.5,2,6,1.19222677468435,0.166666666666667,2.23606797749979,2.23606797749979,0,"F2_R25",0.855042817340374,0.786850975951619,1.8228349548786,-1.00312153209238,1.39805059083906,3.85965780691727,0.976744186046512,2,"very_hard",5,3,15,2,3,5,3,15,2,2,1,5,0.333333333333333,FALSE,FALSE,TRUE,-1.48946806266799,5.34912586958526
37,"-1:-1|0:-2",2,TRUE,1,1,0,"mixed",1.70710678118655,2,2,2,2,1.60947570824873,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.60947570824873,2,0.338203957451525,"F2_R25",-0.951938011374324,0.786850975951619,-0.536127927905471,0.762372364390212,-1.39805059083906,-1.33689318977703,0.255813953488372,33,"easy",3,2,6,2,2,3,2,6,1,2,1,4,0.666666666666667,FALSE,FALSE,TRUE,-5.05301617757647,3.71612298779944
38,"-2:0|-1:0",2,TRUE,2,0,0,"axis_only",1.5,2,1.5,2,2,1.33333333333333,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,4,2,6,2.02030508910442,5.5,2,6,1.19222677468435,0.166666666666667,1.33333333333333,2,0.577350269189626,"F2_R25",-1.7482835808214,-2.22370927986327,1.8228349548786,-1.00312153209238,-1.39805059083906,-4.55033002873751,0.0697674418604651,41,"very_easy",1,3,3,2,2,1,3,3,0,2,1,3,1,FALSE,FALSE,TRUE,-7.42826996324871,2.87793993451119
39,"-2:0|0:-2",2,TRUE,2,0,0,"axis_only",2,2,2,2,2,2.2761423749154,3,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,2.2761423749154,2.82842712474619,0.478292623476201,"F2_R25",0.970610262720523,0.786850975951619,-0.536127927905471,-1.00312153209238,1.39805059083906,1.61626236951335,0.674418604651163,15,"hard",3,3,9,2,2,3,3,9,2,2,1,5,0.555555555555556,FALSE,FALSE,TRUE,-2.67776239190423,4.29402476141758
40,"-1:0|0:-2",2,TRUE,2,0,0,"axis_only",1.5,2,1.5,2,2,1.74535599249993,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,5,4,6,1.01015254455221,5.5,4,6,0.86747239794936,0.25,1.74535599249993,2.23606797749979,0.656200189855868,"F2_R25",-0.560083402418331,-0.718429151955826,-0.536127927905471,0.762372364390212,0,-1.05226811788942,0.302325581395349,30,"easy",3,2,6,2,2,3,2,6,1,2,1,4,0.666666666666667,FALSE,FALSE,TRUE,-5.05301617757647,4.00074805968705
41,"-1:-1|0:2",2,TRUE,1,1,0,"mixed",1.70710678118655,2,2,2,2,1.88342717995763,2,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.88342717995763,2.23606797749979,0.423146649159938,"F2_R25",-0.161910617694795,0.786850975951619,-0.536127927905471,0.762372364390212,0,0.851184794741564,0.581395348837209,18,"medium",4,2,8,2,2,4,2,8,1,2,1,4,0.5,FALSE,FALSE,TRUE,-4.65691806783105,5.50810286257262
42,"-1:0|2:0",2,TRUE,2,0,0,"axis_only",1.5,2,1.5,2,2,1.66666666666667,2,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,5,4,6,1.01015254455221,5.5,2,6,1.19222677468435,0.166666666666667,1.66666666666667,2,0.577350269189626,"F2_R25",-0.787009443773972,-0.718429151955826,1.8228349548786,-1.00312153209238,0,-0.685725172943581,0.418604651162791,26,"medium",1,4,4,2,2,1,4,4,1,2,1,4,1,FALSE,FALSE,TRUE,-5.44911428732188,4.7633891143783
43,"-2:0|2:0",2,TRUE,2,0,0,"axis_only",2,2,2,2,2,1.66666666666667,2,2,4,25,0,TRUE,25,33554432,0,1,25,25,0.25,2,0.166666666666667,0.0833333333333333,0.596113387342175,5.5,2,6,1.19222677468435,5,4,6,1.01015254455221,5.5,2,6,1.19222677468435,0.166666666666667,1.66666666666667,2,0.577350269189626,"F2_R25",-0.787009443773972,-0.718429151955826,1.8228349548786,-1.88586848033368,0,-1.56847212118488,0.209302325581395,35,"easy",1,5,5,2,2,1,5,5,2,2,1,5,1,FALSE,FALSE,TRUE,-3.46995861139505,1.90148649021017
44,"-1:-1|-1:0",2,TRUE,1,1,0,"mixed",1.20710678118655,1.4142135623731,1.5,2,1,1.1380711874577,1,8,1,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,4,4,4,0,5.5,4,6,0.86747239794936,0.25,1.1380711874577,1.4142135623731,0.2391463117381,"F2_R25",-2.31138493314528,-2.22370927986327,-0.536127927905471,0.762372364390212,-1.39805059083906,-5.70690036736288,0.0232558139534884,43,"very_easy",2,2,4,1,2,2,2,4,0,2,1,3,0.75,FALSE,FALSE,TRUE,-14.7340957279266,9.02719536056375
45,"-1:-1|-1:1",2,TRUE,0,2,0,"diagonal_only",1.4142135623731,1.4142135623731,2,2,1,1.60947570824873,1,4,2,25,0,TRUE,25,33554432,0,1,25,25,0.25,1,0.25,0,0.43373619897468,5.5,4,6,0.86747239794936,6,6,6,0,5.5,4,6,0.86747239794936,0.25,1.60947570824873,2,0.338203957451525,"F2_R25",-0.951938011374324,0.786850975951619,-0.536127927905471,-1.00312153209238,-1.39805059083906,-3.10238708625962,0.0930232558139535,40,"very_easy",3,2,6,1,2,3,2,6,0,2,1,3,0.5,FALSE,FALSE,TRUE,-14.3379976181812,11.2356105319216
